npsn,nama_sekolah,akreditasi,alamat,kelurahan,kecamatan
20110105,TK Islam An-Nashiriyah,Tidak Terakreditasi,Jl. Dewi Sartika No. 39,Cililitan,Kramat Jati
20178037,TK Islam Annisa,Tidak Terakreditasi,Jl. Kramat Sentiong Masjid No. E/103,Kramat,S e n e n
20111712,TK Islam Annur,B,Jl. H. Naim I,Cipete Utara,Kebayoran Baru
20109980,TK Islam An-nur,Tidak Terakreditasi,Jl. Raya Tengah Gg. Surilang,Gedong,Pasar Rebo
20109981,TK Islam An-nuriyah,Tidak Terakreditasi,Jl. Raya Tengah Gg Remaja II,Gedong,Pasar Rebo
20110213,TK Islam Annuriyyah,B,Jl. Kebon Nanas Selatan II/39,Cipinang Cempedak,Jatinegara
20110347,TK Islam Ar Rahman,Tidak Terakreditasi,Jl. A. Mundari Rt.02/02,Pulau Tidung,Kepulauan Seribu Selatan
20111960,TK Islam Ar Rahman,B,Jl. Skadron No. 57,Halim Perdana Kusumah,Makasar
20109772,TK Islam Ar Raihan,Tidak Terakreditasi,Jl. Tambun Selatan No. 69 Rt.04/08,Cakung Timur,Cakung
20111504,TK Islam Ar Ridho,Tidak Terakreditasi,Jl. SD III Rt. 04/08 No. 18,Pondok Pinang,Kebayoran Lama
20111959,TK Islam Ar Roudhoh,Tidak Terakreditasi,Jl. Rawa Kuning Rt. 04/16,Pulo Gebang,Cakung
20111505,TK Islam Arafah,B,Jl. Minangkabau Dalam II/21,Menteng Atas,Setia Budi
,TK Islam Ar-Rahmah,Tidak Terakreditasi,Jl. Pulo Cempaka Raya No. 54A,Grogol Utara,Kebayoran Lama
20110079,TK islam Arrasis,Tidak Terakreditasi,Jl. Trikora 4 No. 246,Kampung Tengah,Kramat Jati
69755436,TK Islam Ar-Raudhah,B,Jl. Rawasari Barat II E No. 42,Cempaka Putih Timur,Cempaka Putih
,TK Islam Ar-Raudhoh,Tidak Terakreditasi,Jl. Raya Basmol Rt. 008/04,Kembangan Utara,Kembangan
,TK Islam Arridho,B,Jl. Kapuk Gg. Masjid Al-Munawaroh,Kapuk,Cengkareng
,TK Islam Ar-Risalah,B,Jl. Cilandak KKO,Ragunan,Pasar Minggu
20109603,TK Islam Ar-Rohman,C,Jl. Mangga No. 12,Ceger,Cipayung
20111961,TK Islam As Salimah,Tidak Terakreditasi,Jl. Pertanian Tengah No. 7,Klender,Duren Sawit
20110989,TK Islam Assa`adatul Abadiyah,Tidak Terakreditasi,Jl. Tg. Duren Dalam IV/25,Tanjung Duren Selatan,Grogol Petamburan
20110206,TK ISLAM Ass'adah,Tidak Terakreditasi,Jl. Tanjung Lengkong,Bidara Cina,Jatinegara
20179540,TK Islam Assalam,Tidak Terakreditasi,Jl. Tileng Kp. Kramat,Setu,Cipayung
,TK Islam As-Shiddiq,Tidak Terakreditasi,Jl. Rawa Kuning No. 16,Pulo Gebang,Cakung
69831030,TK Islam As-Syafi`iyah 01,B,Jl. Manggis I No.24,Manggarai Selatan,T e b e t
,TK Islam Assyifa,Tidak Terakreditasi,Jl. Kampung Rawa Selatan,Johar Baru,Johar Baru
20110428,TK Islam Assyifa,B,Jl. Mardani Raya No. 15,Cempaka Putih Barat,Cempaka Putih
,TK Islam As-Syifa,Tidak Terakreditasi,Jl. Marunda Pulo,Marunda,Cilincing
,TK Islam As-Syifa,Tidak Terakreditasi,Jl. Rawa kuning,Pulo Gebang,Cakung
20111952,TK Islam Asy Syaakirin,Tidak Terakreditasi,Jl. Gading Raya,Pondok Bambu,Duren Sawit
20111507,TK Islam Asy Syifa,Tidak Terakreditasi,Jl. Pondok Pinang Raya no: 18,Pondok Pinang,Kebayoran Lama
20110303,TK Islam Asy-Syifa,Tidak Terakreditasi,Jl. Cililitan Besar No. 2,Makasar,Makasar
20110277,TK Islam At Taqwa,Tidak Terakreditasi,JL. KOMODOR UDARA HALIM GG.MAWAR,Makasar,Makasar
69830965,TK Islam At Taqwa,Tidak Terakreditasi,Jl. Bangka III No. 6,Pela Mampang,Mampang Prapatan
20109647,TK Islam At Taubah,B,Jl. Kebon Kelapa,Utan Kayu Selatan,Matraman
20110991,TK Islam At Taufik,B,Jl. Fajar Baru Selatan,Cengkareng Timur,Cengkareng
20111963,TK Islam Aththalibiyah II,Tidak Terakreditasi,Jl. Cipinang Pulo Rt. 007/012 No. 40,Cipinang Besar Utara,Jatinegara
20109982,TK Islam At-Taqwa,B,Jl. Radar Raya Komp. MADIT HUBAD CIJANTUNG,Kalisari,Pasar Rebo
20110159,TK Islam At-Taqwa,A,Jl. Daksinapati Raya No. 2,Rawamangun,Pulo Gadung
20109605,TK Islam AtTaufiq,Tidak Terakreditasi,Jl. Raya Gempol No. 10,Ceger,Cipayung
,TK Islam Az Zahra,B,Jl. Komplek Kebersihan No. 50,Tegal Alur,Kalideres
20109983,TK Islam Az Zahra,B,Jl. Kenanga 2 No. 3,Kalisari,Pasar Rebo
,TK Islam Az zahro,Tidak Terakreditasi,Jl. Raya Pulogebang No. 17 Rt. 003/04,Ujung Menteng,Cakung
,TK Islam Az Zahwa,Tidak Terakreditasi,Jl. Jambu II No. 33A,Tanjung Barat,Jagakarsa
20109871,TK Islam Babussalam,Tidak Terakreditasi,Jl. Raya Centex gg. H. Hanafi,Ciracas,Ciracas
20111965,TK Islam Bahrul Ulum,Tidak Terakreditasi,Jl. Waru Doyong 14/08,Jatinegara,Cakung
20111966,TK Islam Baitul Muhajirin,Tidak Terakreditasi,Jl. Lembah Pinang Blok I-1,Pondok Kelapa,Duren Sawit
20110256,TK Islam Baiturrahim,Tidak Terakreditasi,Jl. Kecubung V/6,Duren Sawit,Duren Sawit
20110305,TK Islam Baiturrahim,Tidak Terakreditasi,Jl. Pangkalan Jati I/12,Cipinang Melayu,Makasar
,TK Islam Baiturrahman,Tidak Terakreditasi,Jl. Delman Elok II/16 Blok A,Kebayoran Lama Utara,Kebayoran Lama
20110113,TK Islam Baiturrahman,B,Jl. Komplek POLRI No. 3,Ciracas,Ciracas
69795432,TK Islam Baitushshobirin,Tidak Terakreditasi,Jl. Bentengan VI Gg. Sky VI No. 30A,Sunter Jaya,Tanjung Priok
20110612,TK Islam Baitussalam,B,Jl. Sungai Bambu No. 10,Sungai Bambu,Tanjung Priok
20111967,TK Islam Baitussalam,B,Jl. Komp. Billy Moon,Pondok Kelapa,Duren Sawit
20110068,TK Islam Baituth Tholibin,Tidak Terakreditasi,Jl. Kayu Manis Gg. Astawana No.68,Balekambang,Kramat Jati
20111968,TK Islam Bakti II,B,Jl. Mulya Jaya No. 37,Cipinang Muara,Jatinegara
20110195,TK ISLAM BAKTI III,Tidak Terakreditasi,Jl. Bekasi Timur IV Ujung,Cipinang Besar Utara,Jatinegara
20111969,TK Islam Bakti IV,B,Jl. Cipinang Melayu No.36,Cipinang Melayu,Makasar
20109984,TK Islam Bakti VII,B,Jl. H. Taiman Barat I No. 50,Gedong,Pasar Rebo
,TK Islam Balqist,Tidak Terakreditasi,Jl. Raya Pulogebang No. 92B,Pulo Gebang,Cakung
,TK Islam Baytussalam,Tidak Terakreditasi,Jl. Poltangan III No. 97,Pejaten Timur,Pasar Minggu
20111938,TK Islam Berlian,B,Jl. Mandor Kasan no.34,Ceger,Cipayung
,TK Islam Bhakti Ibu,Tidak Terakreditasi,Jl. H. Muhtar Raya No. 1,Petukangan Utara,Pesanggrahan
69820666,TK Islam Bintang Bunayya,Tidak Terakreditasi,Jl. Peninggaran Barat II,Kebayoran Lama Utara,Kebayoran Lama
,TK Islam Birrul Amin,A,Jl. Anggur II Komplek BRI Cipete Selatan,Cipete Selatan,Cilandak
69962827,TK Islam Budaya I,Tidak Terakreditasi,Jl. Srengseng Sawah,Srengseng Sawah,Jagakarsa
20109985,TK Islam Budi Mulia,B,Jl. H. Moong Rt. 006/02,Baru,Pasar Rebo
20111971,TK Islam Budi Mulia,B,Jl. Rasamala No. 13,Utan Kayu Selatan,Matraman
20109608,TK Islam Bunayya,Tidak Terakreditasi,Jl. Raya Ceger No. 7,Ceger,Cipayung
20112453,TK Islam Bunga Amalia,Tidak Terakreditasi,Jl. Raden Inten II Komp. Kimia Farma II/39,Duren Sawit,Duren Sawit
20110136,TK Islam Bustanul Haq,B,Jl. Raya Centex No. 28,Ciracas,Ciracas
,TK Islam Cahaya,Tidak Terakreditasi,Jl. H. Mukhtar No. 67,Duri Kosambi,Cengkareng
69868006,TK Islam Cahaya Bintang,,,,
20111509,TK Islam Cahaya Ilahi,Tidak Terakreditasi,Jl.RasamalaGgMadra Rt 013/02 /23,Menteng Dalam,T e b e t
20110992,TK Islam Cenderawasih,Tidak Terakreditasi,Jl. Cendrawasih VII/25,Cengkareng Barat,Cengkareng
20110429,TK Islam Cikal Harapan,B,Jl. Percetakan Negara XI/ 18,Rawasari,Cempaka Putih
69754225,TK Islam Daar El Muhajirin,Tidak Terakreditasi,Jl. Nusa Indah V No. 19,Malaka Jaya,Duren Sawit
20110993,TK Islam Darul Aini,Tidak Terakreditasi,Jl. Daan Mogot,Kalideres,Kalideres
,TK Islam Darul Arqom,Tidak Terakreditasi,Jl. Tipar Cakung Kp. Baru gg dani,Cakung Barat,Cakung
20111510,TK Islam Darul Musthofa,Tidak Terakreditasi,Jl. Sabar 1 No. 27,Petukangan Selatan,Pesanggrahan
20109949,TK Islam Darul Qur'an,Tidak Terakreditasi,Jl. Lewa No. 101,Pekayon,Pasar Rebo
20109960,TK Islam Darul-Husna,Tidak Terakreditasi,Jl. Pertengahan No. 1,Cijantung,Pasar Rebo
20110994,TK Islam Darusallam,B,Jl. Sasak II Rt. 003/02,Kelapa Dua,Kebon Jeruk
20111973,TK Islam Darussa`adah,Tidak Terakreditasi,Jl. Inspeksi Saluran Kalimalang,Pondok Bambu,Duren Sawit
69820670,TK Islam Dwi Matra,Tidak Terakreditasi,Jl. BDN II No. 55,Cilandak Barat,Cilandak
69785599,TK Islam Fatmawati,Tidak Terakreditasi,Jl. Bakti No. 89,Cipedak,Jagakarsa
20111974,TK Islam Fithria Assyahara,Tidak Terakreditasi,Jl. Buaran II No. 1,Klender,Duren Sawit
20110411,TK Islam Fitria,B,JL. Johar Baru Utara VI No. 16,Johar Baru,Johar Baru
69785902,TK ISLAM GEMILANG,Tidak Terakreditasi,Jalan Peninggaran Timur II No.1B,Kebayoran Lama Utara,Kebayoran Lama
,TK Islam Gugus Bintang,,Jl. Masjid At-Taufik,Kelapa Dua Wetan,Ciracas
20110045,TK Islam Hifzhul Amanah,A,Jl. Delima III Blok IX,Malaka Sari,Duren Sawit
20110672,TK Islam Hubbitaqwa,Tidak Terakreditasi,Jl. Komplek UKA,Tugu Utara,K o j a
20177866,TK Islam Ibnu Sina,Tidak Terakreditasi,Jl. Gandaria III,Pekayon,Pasar Rebo
20111511,TK Islam Ibunda AL. Hikmah,A,Jl. Kemajuan No. 55,Petukangan Selatan,Pesanggrahan
20110040,TK Islam Ikhwanus Shafa,Tidak Terakreditasi,Jl. Cipinang Muara III,Cipinang Muara,Jatinegara
20110321,TK Islam Insan Madani,Tidak Terakreditasi,Jl. Perindustrian V No. 43,Kebon Pala,Makasar
20109821,TK Islam Izzatul Jannah,Tidak Terakreditasi,Jl. Pulogebang Permai Blok C 6 NO 12,Pulo Gebang,Cakung
20109768,TK Islam Jauharotul Huda,Tidak Terakreditasi,Jl. Tambun Rengas,Cakung Timur,Cakung
20109799,TK Islam Kartini,Tidak Terakreditasi,Perum Aneka Elok Blok A3/17,Penggilingan,Cakung
20110306,TK Islam Kartini,C,Jl. Sulaiman No. 41,Cipinang Melayu,Makasar
,TK Islam Kemerdekaan,B,"Jl. Intan III No. 114 A Kemayoran, Jakpus",Sumur Batu,Kemayoran
20110995,TK Islam Kemuliaan,B,Jl. Manunggal Kalipasir Rt. 016/11,Kapuk,Cengkareng
20110673,TK Islam Liesda Rabbany,Tidak Terakreditasi,Jl. H. Oyar No. 103,Pegangsaan Dua,Kelapa Gading
20110430,TK Islam Mardiyatullah,A,Jl. Kp. Rawa Selatan VII No. 1,Kampung Rawa,Johar Baru
,TK Islam Maryam,Tidak Terakreditasi,Jl. Pegangsaan I No. 54,Rawa Terate,Cakung
20110477,TK Islam Melati,C,"Jl. Kemayoran Timur II Rt. 004/08 No. 7, Jakpus",Kemayoran,Kemayoran
,TK Islam Mentari Pagi,Tidak Terakreditasi,Jl. Cenderawasih Mas III Blok A11/8,Tanjung Barat,Jagakarsa
20110169,TK Islam Miftahul Jannah,Tidak Terakreditasi,Jl. H. Abd Rahman No. 74,Cibubur,Ciracas
69856708,TK Islam Misbahul Munir,Tidak Terakreditasi,Jl. Angke Indah 1 No. 13,Angke,Tambora
20111978,TK Islam Mitra Amanah,A,Jl. Cilangkap Baru No. 01,Cilangkap,Cipayung
69820781,TK Islam Mufti Mulyani,Tidak Terakreditasi,Jl. Kebon Pala Tanah Rendah No. 7,Kampung Melayu,Jatinegara
20111979,TK Islam Muklisin,Tidak Terakreditasi,Jl. Asem No. 53,Cijantung,Pasar Rebo
69830966,TK Islam Muma I,A,Jl. Pondok Jaya I No. 35,Pela Mampang,Mampang Prapatan
,TK Islam Mutia 4,Tidak Terakreditasi,Jl. Fajar Baru II NO. 10,Cengkareng Timur,Cengkareng
,TK Islam Mutiara Al-Ikhlas,Tidak Terakreditasi,Jl. H. Nudin No. 32,Lebak Bulus,Cilandak
,TK Islam Mutiara Insani,Tidak Terakreditasi,Jl. H. Muhi Raya No.27,Pondok Pinang,Kebayoran Lama
20109564,TK Islam Nabila,Tidak Terakreditasi,Jl. Masjid H. Shobirin No. 11,Cibubur,Ciracas
20111514,TK Islam Noorini Haruni,B,Jl. Gunuk Raya No. 17,Pejaten Timur,Pasar Minggu
20111980,TK Islam Nur Indah,Tidak Terakreditasi,Jl. Nusa Indah IV No. 37,Malaka Jaya,Duren Sawit
,TK Islam Nur Rahmah,Tidak Terakreditasi,Jl. Lebak Sari,Jagakarsa,Jagakarsa
,TK Islam Nur-Attaqwa,Tidak Terakreditasi,Jalan Pegangsaan Dua Km.4 Rawa Indah,Pegangsaan Dua,Kelapa Gading
,TK Islam Nurul Fajri,Tidak Terakreditasi,Jl. Kapuk Raya No. 132 Rt. 06/011,Kapuk,Cengkareng
,TK Islam Nurul Hayat,Tidak Terakreditasi,Jl. Ukir Dalam No. 31,Kapuk,Cengkareng
,TK Islam Nurul Ikhlas,Tidak Terakreditasi,Jl. Kayu Besar,Cengkareng Timur,Cengkareng
,TK Islam Nurul Iman,Tidak Terakreditasi,Jl. Swadaya II No. 33 Lenteng Agung,Lenteng Agung,Jagakarsa
20110431,TK Islam Nurul Iman,C,Jl. Kp. Rawa Sawah,Kampung Rawa,Johar Baru
20110996,TK Islam Nurul Iman,Tidak Terakreditasi,Jl. Meruya Selatan No. 55,Meruya Selatan,Kembangan
20112413,TK Islam Nurul Iman,A,Jl. Kesehatan No. 7,Pondok Bambu,Duren Sawit
20110187,TK Islam Nurul Jannah,Tidak Terakreditasi,Jl. Keb. Pala Tanah Rendah Gg. XIV,Kampung Melayu,Jatinegara
20110674,TK Islam Nurul Qulub,Tidak Terakreditasi,Jl. Ancol Selatan II,Sunter Agung,Tanjung Priok
20109623,TK Islam Nurul Zahrah,Tidak Terakreditasi,Jl. Damai No. 25,Setu,Cipayung
20177835,TK Islam Nuruzzahra,Tidak Terakreditasi,Jl. Citrun No. 14,Kebon Jeruk,Kebon Jeruk
,TK Islam Nuruzzaman,Tidak Terakreditasi,Jl. Raya Bekasi Km 17 Gg. Puskesmas,Jatinegara,Cakung
20110675,TK Islam Nuurusysyifaa,B,"Jl. Krida Nirmala Blok B. VI, Komp. Dep-Kes",Sunter Jaya,Tanjung Priok
20111982,TK Islam Pandu Anak Bangsa,Tidak Terakreditasi,Jl. Dermaga Baru No. 56 A,Klender,Duren Sawit
20109962,TK Islam PB. Soedirman,A,Jl. Raya Bogor Km. 24,Cijantung,Pasar Rebo
,TK Islam Pelangi,Tidak Terakreditasi,Jln. H. Mading,Kembangan Utara,Kembangan
20111991,TK Islam Pelangi,Tidak Terakreditasi,Jl. Pondok Kelapa Selatan,Pondok Kelapa,Duren Sawit
20110083,TK Islam Permata Bunda,Tidak Terakreditasi,Jl. Tengah Gg. Pelita,Kampung Tengah,Kramat Jati
69923552,TK ISLAM PERMATA KIDS,Tidak Terakreditasi,Kav. PTB Blok F VII No. 8,Klender,Duren Sawit
20109885,TK Islam PKP Jakarta Islamic School,A,Jl. Raya PKP,Ciracas,Ciracas
20111516,TK Islam Plus Amanah,Tidak Terakreditasi,Jl. H. Kamang No. 19,Pondok Labu,Cilandak
,TK Islam Qaanita,,Jl. Serdang Baru Raya No.21,Kemayoran,Kemayoran
20111517,TK Islam Quba Nurul Amal,Tidak Terakreditasi,Jl. Melati III Margasatwa,Pondok Labu,Cilandak
,TK Islam Rabbanee,Tidak Terakreditasi,Jl. Kavling Barokah,Cakung Timur,Cakung
69830959,TK Islam Raihanul Hamim,Tidak Terakreditasi,Jl. Kapten Tendean No. 94,Mampang Prapatan,Mampang Prapatan
20111983,TK Islam Rambutan,B,Jl. Gudang Air No. 28,Rambutan,Ciracas
20178175,TK ISLAM RAUDHAH,Tidak Terakreditasi,JL. F RAYA NO. 7,Utan Panjang,Kemayoran
20110172,TK Islam Raudhatul Arifin,Tidak Terakreditasi,Jl. Mesjid No. 47,Susukan,Ciracas
69820773,TK Islam Rawabunga,Tidak Terakreditasi,Jl. Masjid II No. 99,Rawa Bunga,Jatinegara
20109591,TK Islam Riyadhotus Sholihat,Tidak Terakreditasi,Jl. As Syafi'yah No. 46,Cilangkap,Cipayung
,TK Islam Roudhatul Jannah,Tidak Terakreditasi,Jl. Kartika No. 83,Meruya Utara,Kembangan
20111518,TK Islam RPI,C,Jl. HR. Said Kuningan Kav. X2-2,Kuningan Timur,Setia Budi
20110272,TK Islam Sabilia,Tidak Terakreditasi,Jl. Malaka Raya No. 67,Malaka Sari,Duren Sawit
20111985,TK Islam Sahabat,B,Jln.Sahabat No.32,Kebon Pala,Makasar
20111986,TK Islam Salafiyah,Tidak Terakreditasi,Jl. Swadaya PAM Rawa Badung,Jatinegara,Cakung
20112410,TK Islam Salsabila,Tidak Terakreditasi,Jalan Jagur 1 No. 10,Cipinang Melayu,Makasar
20110308,TK Islam Sartika,B,Jl. Manunggal Raya,Cipinang Melayu,Makasar
,TK Islam Shalina,Tidak Terakreditasi,Jl. Amal Triananda No. 35,Pondok Bambu,Duren Sawit
20110138,TK Islam Suci,B,Jl. Suci,Susukan,Ciracas
20109793,TK Islam Syarif Hidayatullah,Tidak Terakreditasi,Jl. Dr. KRT. Radjiman W. No. 34,Rawa Terate,Cakung
20111520,TK Islam Syarif Hidayatullah,B,Jl. Lqpangan Ross Barat III No. 33,Bukit Duri,T e b e t
20110432,TK Islam Syofia,A,Jl. B/I Cempaka Warna,Cempaka Putih Timur,Cempaka Putih
,TK Islam Terpadu Adzkia,Tidak Terakreditasi,Jl. Let. Jend. S. Parman I No. 7,Tomang,Grogol Petamburan
,TK Islam Terpadu Al Banna,Tidak Terakreditasi,Jl. Raya Rawa Kuning No. 10 Rt. 01/07,Pulo Gebang,Cakung
69960432,TK Islam Terpadu Al Furqon,Tidak Terakreditasi,Jl. Swamsebada Timur XIX No. 9,Kebon Bawang,Tanjung Priok
69832173,TK Islam Terpadu Al Hujjah,Tidak Terakreditasi,Jl. Taman Kota,Kembangan Utara,Kembangan
,TK Islam Terpadu Al Ikhlash,A,Jl. Raya Ragunan No. 11,Jati Padang,Pasar Minggu
69831007,TK Islam Terpadu Al Ittihaad,Tidak Terakreditasi,Jl. Tebet Mas Indah I,Tebet Barat,T e b e t
20110074,TK Islam Terpadu Al-Mudzaakarah,Tidak Terakreditasi,Jl. H. Baing No. 80,Kampung Tengah,Kramat Jati
,TK Islam Terpadu An-Nisaa,Tidak Terakreditasi,Jl. Islamiyah,Sukabumi Selatan,Kebon Jeruk
,TK Islam Terpadu Ar Rahman,B,Jl. Saharjo No. 100,Menteng Atas,Setia Budi
20111987,TK Islam Terpadu Ar Ridho,B,Jl. Pondok Kelapa XII Blok G IV/10,Pondok Kelapa,Duren Sawit
20111988,TK Islam Terpadu Assalaam,Tidak Terakreditasi,Jl. Nakula Raya Blok Q/3,Duren Sawit,Duren Sawit
20178218,TK Islam Terpadu Aulia,B,Jl. Cempaka baru VII No. 7,Cempaka Baru,Kemayoran
,TK Islam Terpadu Citra Az-Zahra,Tidak Terakreditasi,Taman Alfa Indah Blok G1,Joglo,Kembangan
20109911,TK Islam Terpadu Fatharani,B,"Jl. Cempaka Baru Tengah No. 31, Kemayoran, Jakpus",Cempaka Baru,Kemayoran
,TK Islam Terpadu Karunia,Tidak Terakreditasi,JL PINANG 2,Pondok Labu,Cilandak
,TK Islam Terpadu Nurul Iman,Tidak Terakreditasi,Jl. Wika No. 89,Srengseng Sawah,Jagakarsa
20178064,TK Islam Terpadu Nurul Quba,Tidak Terakreditasi,Jl. Benteng Jaya I No. 03,Sunter Jaya,Tanjung Priok
20111989,TK Islam Toledo,B,Jl. Lapan No. 25,Pekayon,Pasar Rebo
,TK Islam Tsabitah,Tidak Terakreditasi,Jl. A. Latif,Baru,Pasar Rebo
20100421,TK Islam Tsaqofah Islamiyyah,Tidak Terakreditasi,Jl. SMPN 160 No. 32,Ceger,Cipayung
20111521,TK Islam Tsaqofah Islamiyyah 3,Tidak Terakreditasi,Jl. Ros Timur IV No. 31,Bukit Duri,T e b e t
20111691,TK Islam Tunas Harapan,B,Jl. Masjid Darul Falah No. 8,Petukangan Utara,Pesanggrahan
20109622,TK Islam Tunas Kafah,Tidak Terakreditasi,Jl. Siung Kav. Kowilhan II Blok B6 No. 16,Setu,Cipayung
20111990,TK Islam Tunas Mekar,Tidak Terakreditasi,Jl. Lingkar,Duren Sawit,Duren Sawit
20109967,TK Islam Udzri,Tidak Terakreditasi,Jl. Telaga III No.45,Pekayon,Pasar Rebo
20110139,TK Islam Wahyu Bhakti,B,Jl. Centex No. 28,Ciracas,Ciracas
20110435,TK Islam Yarsi,B,Jl. Letjen Suprapto,Cempaka Putih Barat,Cempaka Putih
69830778,TK Islam Yasdifa,Tidak Terakreditasi,Jl. AUP Barat No. 16,Jati Padang,Pasar Minggu
20110998,TK Islam Yasiru,B,Jl. Pahlawan III No.46,Sukabumi Selatan,Kebon Jeruk
20110997,TK Islam YKPI,A,Jl. Angke Jaya No. 10,Angke,Tambora
20110434,TK Islam YMB,Tidak Terakreditasi,Jl. Kramat Pulo Gundul Rt. 011/09 No. K103D,Tanah Tinggi,Johar Baru
20111524,TK Istiqomah,Tidak Terakreditasi,Jl. Bintaro Permai III No. 25,Bintaro,Pesanggrahan
69830901,TK Istiqomah,A,Jl. Delman Indah III,Kebayoran Lama Utara,Kebayoran Lama
20178171,TK IT Al-Hikmah,Tidak Terakreditasi,Jl. Sudiro No.35,Cempaka Baru,Kemayoran
20111486,TK IT Ar-Rahman,A,Jl. Palem I No. 45A,Petukangan Utara,Pesanggrahan
20110016,TK IT As-Sa'adah,B,Jl. Kirai Indah Rt. 06/10 No. 11A,Kalisari,Pasar Rebo
69823273,TK IT Asy-Syukur,Tidak Terakreditasi,Jl. Raya Kebayoran Lama No.17,Grogol Utara,Kebayoran Lama
20110978,TK IT Cahaya Islam,Tidak Terakreditasi,Jl. Satria III NO.1B,Jelambar,Grogol Petamburan
20178173,TK IT Fajar Islam,A,Jl. Mutiara Raya no. 32,Sumur Batu,Kemayoran
69820763,TK IT Ibnu Sina,Tidak Terakreditasi,Jl. Bunga Rampai IX No.50,Malaka Jaya,Duren Sawit
20111931,TK IT Mishbahul Amal,Tidak Terakreditasi,Jl. Cipinang Jaya IIE,Cipinang Besar Selatan,Jatinegara
,TK IT Nur Rahman,Tidak Terakreditasi,Jl. Kayu Tinggi Gg. Kutilang No. 10,Cakung Timur,Cakung
,TK IT Ridwan,Tidak Terakreditasi,Jl. Gang Gading No.12,Kampung Tengah,Kramat Jati
,TK IT Robbi Rodliyya,Tidak Terakreditasi,Jl. Kalibata Utara II No. 8,Kalibata,Pancoran
69870239,TK IT Taman Ibadah,Tidak Terakreditasi,Jl. Tomang Asli No.31,Jati Pulo,Palmerah
69857076,TK JAC Kelapa Gading,Tidak Terakreditasi,Jl. Pegangsaan Dua No. 75,Pegangsaan Dua,Kelapa Gading
69903477,TK JAC Sherwood,Tidak Terakreditasi,"Apt. Sherwood, Jl. Kelapa nias blok GN",Pegangsaan Dua,Kelapa Gading
90101063,TK Jakarta Intercultural School,,,Cilandak Barat,Cilandak
90101105,TK Jakarta Intercultural School,,,Selong,Kebayoran Baru
69820780,TK Jakarta Islamic School,Tidak Terakreditasi,Jl. Inspeksi No. 1 Curug Kalimalang,Pondok Kelapa,Duren Sawit
69892605,TK Jakarta Islamic School,Tidak Terakreditasi,Jl. Rudal V Blok O1 No.05,Joglo,Kembangan
20110436,TK Jamiat Kheir Pusat,A,Jl. Kebon Kacang 41 No. 19,Kebon Kacang,Tanah Abang
20110676,TK Jauhaurotul Huda,Tidak Terakreditasi,Jl. Rorotan III,Rorotan,Cilincing
20110438,TK Jaya Karya,Tidak Terakreditasi,Jl. Sangihe Dalam Blok E No.24,Cideng,Gambir
20111001,TK Jaya Karya,C,Jl. KS. Tubun I No. 14,Kota Bambu Selatan,Palmerah
69830952,TK Jayakarta Montessori,Tidak Terakreditasi,Jl. Kemang Selatan I,Bangka,Mampang Prapatan
69830787,TK Jemari,A,Jl. Siaga Raya Komp. Siaga Bapenas,Pejaten Barat,Pasar Minggu
20111002,TK Jembatan Batu,Tidak Terakreditasi,Jl. Jembatan Batu 74,Pinangsia,Taman Sari
20110439,TK Johar Baru,B,Jl.Johar Baru II,Johar Baru,Johar Baru
20111003,TK 'JOY',A,Jl. Jembatan Item No. 2-9-11,Pekojan,Tambora
69795484,TK Jubilee,A,Jl. Sunter Jaya I Blok A No. 1,Sunter Agung,Tanjung Priok
,TK K Tunas Bangsa,Tidak Terakreditasi,Komplek Greenville Blok BT No.1,Duri Kepa,Kebon Jeruk
20110442,TK K. Anugerah,A,Jl. Kartini Raya No.10 - 11,Pasar Baru,Sawah Besar
20111004,TK K. Bhayangkari 18,B,"Jl. KS. Tubun III, No.2",Slipi,Palmerah
20111005,TK K. Bhayangkari 7,B,Jl. Asrama Polri Palmerah,Palmerah,Palmerah
20110443,TK K. Halleluyah,B,Jl. Industri I No. 34 - 35,Gunung Sahari Utara,Sawah Besar
20110680,TK K. Harapan Mulia,B,Jl. Pademangan . V Ujung Blok D,Pademangan Timur,Pademangan
20110446,TK K. Karunia,A,Jl. Gereja Ayam No. 12,Pasar Baru,Sawah Besar
20110682,TK K. Nazaret,Tidak Terakreditasi,Jl. Jembatan Dua Blok H/29,Pejagalan,Penjaringan
20111527,TK K. Ora Et Labora,B,Jl. Panglima Polim I Blok N1,Melawai,Kebayoran Baru
,TK K. Smart Wisdom,A,Perum Taman Surya II/B1 No. 7-9,Pegadungan,Kalideres
20110950,TK K.Duta Ursula,,Jl. Tubagus Angke Tamana Duta Mas,,
20279831,TK K3I,Tidak Terakreditasi,Jl. Serdang Raya,Serdang,Kemayoran
20111006,TK Kairos Gracia,A,Citra Garden II Blok H4 No.6,Kalideres,Kalideres
20111007,TK Kalam Kudus,A,Jl. Tangki Lio Timur No. 48-49,Tangki,Taman Sari
20111008,TK Kalam Kudus II,A,Jl. Komp. Green Garden B IV/1,Kedoya Utara,Kebon Jeruk
20111009,TK Kalam Kudus III,A,Jl. Kosambi Baru Blok D4/I,Duri Kosambi,Cengkareng
20111529,TK Kalpataru,Tidak Terakreditasi,Jl. Pongtiku No. 1,Bintaro,Pesanggrahan
20111010,TK Kanaan Global School,A,Jl. Boulevard 12 Taman Surya III,Pegadungan,Kalideres
